freq : 83.33 MHz
SWR : 2.18
 Theta 	 Phi 	 Gain(dB) 	 Gain 
80 	 310 	 -0.58   	 0.87
85 	 310 	 -0.34   	 0.92
90 	 310 	 -0.24   	 0.95
95 	 310 	 -0.34   	 0.92
100 	 310 	 -0.58   	 0.87
105 	 310 	 -0.80   	 0.83
110 	 310 	 -0.80   	 0.83
115 	 310 	 -0.48   	 0.90
120 	 310 	 0.05   	 1.01
125 	 310 	 0.60   	 1.15
130 	 310 	 1.00   	 1.26
135 	 310 	 1.16   	 1.31
140 	 310 	 1.05   	 1.27
145 	 310 	 0.62   	 1.15
150 	 310 	 -0.14   	 0.97
155 	 310 	 -1.28   	 0.74
160 	 310 	 -2.89   	 0.51
165 	 310 	 -5.15   	 0.31
170 	 310 	 -8.52   	 0.14
175 	 310 	 -14.46   	 0.04
180 	 310 	 -58.68   	 0.00
0 	 315 	 -58.68   	 0.00
5 	 315 	 -14.44   	 0.04
10 	 315 	 -8.51   	 0.14
15 	 315 	 -5.14   	 0.31
20 	 315 	 -2.88   	 0.52
25 	 315 	 -1.27   	 0.75
30 	 315 	 -0.13   	 0.97
35 	 315 	 0.63   	 1.16
40 	 315 	 1.05   	 1.27
45 	 315 	 1.17   	 1.31
50 	 315 	 1.00   	 1.26
55 	 315 	 0.60   	 1.15
60 	 315 	 0.05   	 1.01
65 	 315 	 -0.48   	 0.90
70 	 315 	 -0.79   	 0.83
75 	 315 	 -0.79   	 0.83
80 	 315 	 -0.57   	 0.88
85 	 315 	 -0.32   	 0.93
90 	 315 	 -0.23   	 0.95
95 	 315 	 -0.32   	 0.93
100 	 315 	 -0.57   	 0.88
105 	 315 	 -0.79   	 0.83
110 	 315 	 -0.79   	 0.83
115 	 315 	 -0.48   	 0.90
120 	 315 	 0.05   	 1.01
125 	 315 	 0.59   	 1.15
130 	 315 	 1.00   	 1.26
135 	 315 	 1.16   	 1.31
140 	 315 	 1.05   	 1.27
145 	 315 	 0.62   	 1.15
150 	 315 	 -0.14   	 0.97
155 	 315 	 -1.28   	 0.74
160 	 315 	 -2.89   	 0.51
165 	 315 	 -5.15   	 0.31
170 	 315 	 -8.52   	 0.14
175 	 315 	 -14.46   	 0.04
180 	 315 	 -58.68   	 0.00
0 	 320 	 -58.68   	 0.00
5 	 320 	 -14.44   	 0.04
10 	 320 	 -8.51   	 0.14
15 	 320 	 -5.14   	 0.31
20 	 320 	 -2.88   	 0.52
25 	 320 	 -1.27   	 0.75
30 	 320 	 -0.13   	 0.97
35 	 320 	 0.63   	 1.16
40 	 320 	 1.05   	 1.27
45 	 320 	 1.17   	 1.31
50 	 320 	 1.00   	 1.26
55 	 320 	 0.60   	 1.15
60 	 320 	 0.05   	 1.01
65 	 320 	 -0.48   	 0.90
70 	 320 	 -0.79   	 0.83
75 	 320 	 -0.78   	 0.84
80 	 320 	 -0.56   	 0.88
85 	 320 	 -0.31   	 0.93
90 	 320 	 -0.21   	 0.95
95 	 320 	 -0.31   	 0.93
100 	 320 	 -0.56   	 0.88
105 	 320 	 -0.78   	 0.84
110 	 320 	 -0.79   	 0.83
115 	 320 	 -0.48   	 0.90
120 	 320 	 0.04   	 1.01
125 	 320 	 0.59   	 1.15
130 	 320 	 1.00   	 1.26
135 	 320 	 1.16   	 1.31
140 	 320 	 1.05   	 1.27
145 	 320 	 0.62   	 1.15
150 	 320 	 -0.14   	 0.97
155 	 320 	 -1.28   	 0.74
160 	 320 	 -2.89   	 0.51
165 	 320 	 -5.15   	 0.31
170 	 320 	 -8.52   	 0.14
175 	 320 	 -14.46   	 0.04
180 	 320 	 -58.68   	 0.00
0 	 325 	 -58.68   	 0.00
5 	 325 	 -14.44   	 0.04
10 	 325 	 -8.51   	 0.14
15 	 325 	 -5.14   	 0.31
20 	 325 	 -2.88   	 0.52
25 	 325 	 -1.27   	 0.75
30 	 325 	 -0.13   	 0.97
35 	 325 	 0.63   	 1.16
40 	 325 	 1.05   	 1.27
45 	 325 	 1.17   	 1.31
50 	 325 	 1.00   	 1.26
55 	 325 	 0.60   	 1.15
60 	 325 	 0.05   	 1.01
65 	 325 	 -0.48   	 0.90
70 	 325 	 -0.79   	 0.83
75 	 325 	 -0.78   	 0.84
80 	 325 	 -0.55   	 0.88
85 	 325 	 -0.30   	 0.93
90 	 325 	 -0.20   	 0.95
95 	 325 	 -0.30   	 0.93
100 	 325 	 -0.55   	 0.88
105 	 325 	 -0.78   	 0.84
110 	 325 	 -0.79   	 0.83
115 	 325 	 -0.48   	 0.90
120 	 325 	 0.04   	 1.01
125 	 325 	 0.59   	 1.15
130 	 325 	 0.99   	 1.26
135 	 325 	 1.16   	 1.31
140 	 325 	 1.05   	 1.27
145 	 325 	 0.62   	 1.15
150 	 325 	 -0.14   	 0.97
155 	 325 	 -1.28   	 0.74
160 	 325 	 -2.89   	 0.51
165 	 325 	 -5.15   	 0.31
170 	 325 	 -8.52   	 0.14
175 	 325 	 -14.46   	 0.04
180 	 325 	 -58.68   	 0.00
0 	 330 	 -58.68   	 0.00
5 	 330 	 -14.44   	 0.04
10 	 330 	 -8.51   	 0.14
15 	 330 	 -5.14   	 0.31
20 	 330 	 -2.88   	 0.52
25 	 330 	 -1.27   	 0.75
30 	 330 	 -0.13   	 0.97
35 	 330 	 0.63   	 1.16
40 	 330 	 1.05   	 1.27
45 	 330 	 1.17   	 1.31
50 	 330 	 1.00   	 1.26
55 	 330 	 0.59   	 1.15
60 	 330 	 0.04   	 1.01
65 	 330 	 -0.48   	 0.90
70 	 330 	 -0.79   	 0.83
75 	 330 	 -0.77   	 0.84
80 	 330 	 -0.54   	 0.88
85 	 330 	 -0.28   	 0.94
90 	 330 	 -0.18   	 0.96
95 	 330 	 -0.28   	 0.94
100 	 330 	 -0.54   	 0.88
105 	 330 	 -0.77   	 0.84
110 	 330 	 -0.79   	 0.83
115 	 330 	 -0.48   	 0.90
120 	 330 	 0.04   	 1.01
125 	 330 	 0.59   	 1.15
130 	 330 	 0.99   	 1.26
135 	 330 	 1.16   	 1.31
140 	 330 	 1.04   	 1.27
145 	 330 	 0.62   	 1.15
150 	 330 	 -0.14   	 0.97
155 	 330 	 -1.28   	 0.74
160 	 330 	 -2.89   	 0.51
165 	 330 	 -5.15   	 0.31
170 	 330 	 -8.52   	 0.14
175 	 330 	 -14.46   	 0.04
180 	 330 	 -58.68   	 0.00
0 	 335 	 -58.68   	 0.00
5 	 335 	 -14.44   	 0.04
10 	 335 	 -8.51   	 0.14
15 	 335 	 -5.14   	 0.31
20 	 335 	 -2.88   	 0.52
25 	 335 	 -1.27   	 0.75
30 	 335 	 -0.13   	 0.97
35 	 335 	 0.63   	 1.16
40 	 335 	 1.05   	 1.27
45 	 335 	 1.17   	 1.31
50 	 335 	 1.00   	 1.26
55 	 335 	 0.59   	 1.15
60 	 335 	 0.04   	 1.01
65 	 335 	 -0.49   	 0.89
70 	 335 	 -0.79   	 0.83
75 	 335 	 -0.77   	 0.84
80 	 335 	 -0.53   	 0.89
85 	 335 	 -0.27   	 0.94
90 	 335 	 -0.17   	 0.96
95 	 335 	 -0.27   	 0.94
100 	 335 	 -0.53   	 0.89
105 	 335 	 -0.77   	 0.84
110 	 335 	 -0.79   	 0.83
115 	 335 	 -0.49   	 0.89
120 	 335 	 0.04   	 1.01
125 	 335 	 0.59   	 1.15
130 	 335 	 0.99   	 1.26
135 	 335 	 1.16   	 1.31
140 	 335 	 1.04   	 1.27
145 	 335 	 0.62   	 1.15
150 	 335 	 -0.14   	 0.97
155 	 335 	 -1.28   	 0.74
160 	 335 	 -2.89   	 0.51
165 	 335 	 -5.15   	 0.31
170 	 335 	 -8.52   	 0.14
175 	 335 	 -14.46   	 0.04
180 	 335 	 -58.68   	 0.00
0 	 340 	 -58.68   	 0.00
5 	 340 	 -14.45   	 0.04
10 	 340 	 -8.51   	 0.14
15 	 340 	 -5.14   	 0.31
20 	 340 	 -2.88   	 0.52
25 	 340 	 -1.27   	 0.75
30 	 340 	 -0.14   	 0.97
35 	 340 	 0.63   	 1.16
40 	 340 	 1.05   	 1.27
45 	 340 	 1.16   	 1.31
50 	 340 	 0.99   	 1.26
55 	 340 	 0.59   	 1.15
60 	 340 	 0.04   	 1.01
65 	 340 	 -0.49   	 0.89
70 	 340 	 -0.79   	 0.83
75 	 340 	 -0.76   	 0.84
80 	 340 	 -0.52   	 0.89
85 	 340 	 -0.26   	 0.94
90 	 340 	 -0.16   	 0.96
95 	 340 	 -0.26   	 0.94
100 	 340 	 -0.52   	 0.89
105 	 340 	 -0.76   	 0.84
110 	 340 	 -0.79   	 0.83
115 	 340 	 -0.49   	 0.89
120 	 340 	 0.03   	 1.01
125 	 340 	 0.58   	 1.14
130 	 340 	 0.99   	 1.26
135 	 340 	 1.16   	 1.31
140 	 340 	 1.04   	 1.27
145 	 340 	 0.62   	 1.15
150 	 340 	 -0.14   	 0.97
155 	 340 	 -1.28   	 0.74
160 	 340 	 -2.89   	 0.51
165 	 340 	 -5.15   	 0.31
170 	 340 	 -8.52   	 0.14
175 	 340 	 -14.46   	 0.04
180 	 340 	 -58.68   	 0.00
0 	 345 	 -58.68   	 0.00
5 	 345 	 -14.45   	 0.04
10 	 345 	 -8.51   	 0.14
15 	 345 	 -5.15   	 0.31
20 	 345 	 -2.88   	 0.52
25 	 345 	 -1.28   	 0.74
30 	 345 	 -0.14   	 0.97
35 	 345 	 0.62   	 1.15
40 	 345 	 1.05   	 1.27
45 	 345 	 1.16   	 1.31
50 	 345 	 0.99   	 1.26
55 	 345 	 0.58   	 1.14
60 	 345 	 0.03   	 1.01
65 	 345 	 -0.49   	 0.89
70 	 345 	 -0.79   	 0.83
75 	 345 	 -0.76   	 0.84
80 	 345 	 -0.52   	 0.89
85 	 345 	 -0.26   	 0.94
90 	 345 	 -0.15   	 0.97
95 	 345 	 -0.25   	 0.94
100 	 345 	 -0.51   	 0.89
105 	 345 	 -0.76   	 0.84
110 	 345 	 -0.78   	 0.84
115 	 345 	 -0.49   	 0.89
120 	 345 	 0.03   	 1.01
125 	 345 	 0.58   	 1.14
130 	 345 	 0.99   	 1.26
135 	 345 	 1.16   	 1.31
140 	 345 	 1.05   	 1.27
145 	 345 	 0.62   	 1.15
150 	 345 	 -0.14   	 0.97
155 	 345 	 -1.28   	 0.74
160 	 345 	 -2.89   	 0.51
165 	 345 	 -5.15   	 0.31
170 	 345 	 -8.52   	 0.14
175 	 345 	 -14.46   	 0.04
180 	 345 	 -58.68   	 0.00
0 	 350 	 -58.68   	 0.00
5 	 350 	 -14.45   	 0.04
10 	 350 	 -8.52   	 0.14
15 	 350 	 -5.15   	 0.31
20 	 350 	 -2.88   	 0.52
25 	 350 	 -1.28   	 0.74
30 	 350 	 -0.14   	 0.97
35 	 350 	 0.62   	 1.15
40 	 350 	 1.05   	 1.27
45 	 350 	 1.16   	 1.31
50 	 350 	 0.99   	 1.26
55 	 350 	 0.58   	 1.14
60 	 350 	 0.03   	 1.01
65 	 350 	 -0.49   	 0.89
70 	 350 	 -0.79   	 0.83
75 	 350 	 -0.76   	 0.84
80 	 350 	 -0.51   	 0.89
85 	 350 	 -0.25   	 0.94
90 	 350 	 -0.15   	 0.97
95 	 350 	 -0.25   	 0.94
100 	 350 	 -0.51   	 0.89
105 	 350 	 -0.75   	 0.84
110 	 350 	 -0.78   	 0.84
115 	 350 	 -0.49   	 0.89
120 	 350 	 0.03   	 1.01
125 	 350 	 0.58   	 1.14
130 	 350 	 0.99   	 1.26
135 	 350 	 1.16   	 1.31
140 	 350 	 1.05   	 1.27
145 	 350 	 0.62   	 1.15
150 	 350 	 -0.14   	 0.97
155 	 350 	 -1.28   	 0.74
160 	 350 	 -2.89   	 0.51
165 	 350 	 -5.15   	 0.31
170 	 350 	 -8.52   	 0.14
175 	 350 	 -14.46   	 0.04
180 	 350 	 -58.68   	 0.00
0 	 355 	 -58.68   	 0.00
5 	 355 	 -14.45   	 0.04
10 	 355 	 -8.52   	 0.14
15 	 355 	 -5.15   	 0.31
20 	 355 	 -2.88   	 0.52
25 	 355 	 -1.28   	 0.74
30 	 355 	 -0.14   	 0.97
35 	 355 	 0.62   	 1.15
40 	 355 	 1.05   	 1.27
45 	 355 	 1.16   	 1.31
50 	 355 	 0.99   	 1.26
55 	 355 	 0.58   	 1.14
60 	 355 	 0.03   	 1.01
65 	 355 	 -0.49   	 0.89
70 	 355 	 -0.79   	 0.83
75 	 355 	 -0.76   	 0.84
80 	 355 	 -0.51   	 0.89
85 	 355 	 -0.25   	 0.94
90 	 355 	 -0.14   	 0.97
95 	 355 	 -0.24   	 0.95
100 	 355 	 -0.50   	 0.89
105 	 355 	 -0.75   	 0.84
110 	 355 	 -0.78   	 0.84
115 	 355 	 -0.49   	 0.89
120 	 355 	 0.03   	 1.01
125 	 355 	 0.58   	 1.14
130 	 355 	 0.99   	 1.26
135 	 355 	 1.16   	 1.31
140 	 355 	 1.05   	 1.27
145 	 355 	 0.62   	 1.15
150 	 355 	 -0.14   	 0.97
155 	 355 	 -1.28   	 0.74
160 	 355 	 -2.89   	 0.51
165 	 355 	 -5.15   	 0.31
170 	 355 	 -8.52   	 0.14
175 	 355 	 -14.46   	 0.04
180 	 355 	 -58.68   	 0.00
freq : 500.01 MHz
SWR : 1.62
 Theta 	 Phi 	 Gain(dB) 	 Gain 
0 	 0 	 -58.77   	 0.00
5 	 0 	 -14.20   	 0.04
10 	 0 	 -8.25   	 0.15
15 	 0 	 -4.85   	 0.33
20 	 0 	 -2.56   	 0.55
25 	 0 	 -0.91   	 0.81
30 	 0 	 0.27   	 1.06
35 	 0 	 1.07   	 1.28
40 	 0 	 1.53   	 1.42
45 	 0 	 1.67   	 1.47
50 	 0 	 1.50   	 1.41
55 	 0 	 1.03   	 1.27
60 	 0 	 0.33   	 1.08
65 	 0 	 -0.46   	 0.90
70 	 0 	 -1.14   	 0.77
75 	 0 	 -1.48   	 0.71
80 	 0 	 -1.47   	 0.71
85 	 0 	 -1.32   	 0.74
90 	 0 	 -1.24   	 0.75
95 	 0 	 -1.32   	 0.74
100 	 0 	 -1.46   	 0.71
105 	 0 	 -1.47   	 0.71
110 	 0 	 -1.13   	 0.77
115 	 0 	 -0.45   	 0.90
120 	 0 	 0.34   	 1.08
125 	 0 	 1.04   	 1.27
130 	 0 	 1.51   	 1.42
135 	 0 	 1.68   	 1.47
140 	 0 	 1.54   	 1.43
145 	 0 	 1.08   	 1.28
150 	 0 	 0.27   	 1.06
155 	 0 	 -0.91   	 0.81
160 	 0 	 -2.55   	 0.56
165 	 0 	 -4.85   	 0.33
170 	 0 	 -8.24   	 0.15
175 	 0 	 -14.18   	 0.04
180 	 0 	 -58.77   	 0.00
0 	 5 	 -58.77   	 0.00
5 	 5 	 -14.21   	 0.04
10 	 5 	 -8.25   	 0.15
15 	 5 	 -4.85   	 0.33
20 	 5 	 -2.56   	 0.55
25 	 5 	 -0.91   	 0.81
30 	 5 	 0.27   	 1.06
35 	 5 	 1.07   	 1.28
40 	 5 	 1.53   	 1.42
45 	 5 	 1.67   	 1.47
50 	 5 	 1.50   	 1.41
55 	 5 	 1.03   	 1.27
60 	 5 	 0.33   	 1.08
65 	 5 	 -0.46   	 0.90
70 	 5 	 -1.14   	 0.77
75 	 5 	 -1.48   	 0.71
80 	 5 	 -1.47   	 0.71
85 	 5 	 -1.32   	 0.74
90 	 5 	 -1.24   	 0.75
95 	 5 	 -1.32   	 0.74
100 	 5 	 -1.47   	 0.71
105 	 5 	 -1.47   	 0.71
110 	 5 	 -1.13   	 0.77
115 	 5 	 -0.45   	 0.90
120 	 5 	 0.34   	 1.08
125 	 5 	 1.04   	 1.27
130 	 5 	 1.51   	 1.42
135 	 5 	 1.68   	 1.47
140 	 5 	 1.54   	 1.43
145 	 5 	 1.08   	 1.28
150 	 5 	 0.27   	 1.06
155 	 5 	 -0.91   	 0.81
160 	 5 	 -2.55   	 0.56
165 	 5 	 -4.84   	 0.33
170 	 5 	 -8.24   	 0.15
175 	 5 	 -14.18   	 0.04
180 	 5 	 -58.77   	 0.00
0 	 10 	 -58.77   	 0.00
5 	 10 	 -14.21   	 0.04
10 	 10 	 -8.25   	 0.15
15 	 10 	 -4.86   	 0.33
20 	 10 	 -2.56   	 0.55
25 	 10 	 -0.92   	 0.81
30 	 10 	 0.27   	 1.06
35 	 10 	 1.07   	 1.28
40 	 10 	 1.53   	 1.42
45 	 10 	 1.67   	 1.47
50 	 10 	 1.50   	 1.41
55 	 10 	 1.03   	 1.27
60 	 10 	 0.33   	 1.08
65 	 10 	 -0.46   	 0.90
70 	 10 	 -1.14   	 0.77
75 	 10 	 -1.48   	 0.71
80 	 10 	 -1.48   	 0.71
85 	 10 	 -1.33   	 0.74
90 	 10 	 -1.25   	 0.75
95 	 10 	 -1.32   	 0.74
100 	 10 	 -1.47   	 0.71
105 	 10 	 -1.47   	 0.71
110 	 10 	 -1.13   	 0.77
115 	 10 	 -0.45   	 0.90
120 	 10 	 0.35   	 1.08
125 	 10 	 1.04   	 1.27
130 	 10 	 1.51   	 1.42
135 	 10 	 1.68   	 1.47
140 	 10 	 1.54   	 1.43
145 	 10 	 1.08   	 1.28
150 	 10 	 0.28   	 1.07
155 	 10 	 -0.91   	 0.81
160 	 10 	 -2.55   	 0.56
165 	 10 	 -4.84   	 0.33
170 	 10 	 -8.24   	 0.15
175 	 10 	 -14.18   	 0.04
180 	 10 	 -58.77   	 0.00
0 	 15 	 -58.77   	 0.00
5 	 15 	 -14.21   	 0.04
10 	 15 	 -8.25   	 0.15
15 	 15 	 -4.86   	 0.33
20 	 15 	 -2.56   	 0.55
25 	 15 	 -0.92   	 0.81
30 	 15 	 0.27   	 1.06
35 	 15 	 1.07   	 1.28
40 	 15 	 1.53   	 1.42
45 	 15 	 1.67   	 1.47
50 	 15 	 1.50   	 1.41
55 	 15 	 1.03   	 1.27
60 	 15 	 0.33   	 1.08
65 	 15 	 -0.46   	 0.90
70 	 15 	 -1.14   	 0.77
75 	 15 	 -1.48   	 0.71
80 	 15 	 -1.48   	 0.71
85 	 15 	 -1.33   	 0.74
90 	 15 	 -1.26   	 0.75
95 	 15 	 -1.33   	 0.74
100 	 15 	 -1.48   	 0.71
105 	 15 	 -1.48   	 0.71
110 	 15 	 -1.13   	 0.77
115 	 15 	 -0.45   	 0.90
120 	 15 	 0.35   	 1.08
125 	 15 	 1.04   	 1.27
130 	 15 	 1.51   	 1.42
135 	 15 	 1.68   	 1.47
140 	 15 	 1.54   	 1.43
145 	 15 	 1.08   	 1.28
150 	 15 	 0.28   	 1.07
155 	 15 	 -0.90   	 0.81
160 	 15 	 -2.55   	 0.56
165 	 15 	 -4.84   	 0.33
170 	 15 	 -8.23   	 0.15
175 	 15 	 -14.18   	 0.04
180 	 15 	 -58.77   	 0.00
0 	 20 	 -58.77   	 0.00
5 	 20 	 -14.21   	 0.04
10 	 20 	 -8.25   	 0.15
15 	 20 	 -4.86   	 0.33
20 	 20 	 -2.56   	 0.55
25 	 20 	 -0.92   	 0.81
30 	 20 	 0.27   	 1.06
35 	 20 	 1.07   	 1.28
40 	 20 	 1.53   	 1.42
45 	 20 	 1.67   	 1.47
50 	 20 	 1.50   	 1.41
55 	 20 	 1.03   	 1.27
60 	 20 	 0.34   	 1.08
65 	 20 	 -0.46   	 0.90
70 	 20 	 -1.14   	 0.77
75 	 20 	 -1.49   	 0.71
80 	 20 	 -1.49   	 0.71
85 	 20 	 -1.35   	 0.73
90 	 20 	 -1.27   	 0.75
95 	 20 	 -1.34   	 0.73
100 	 20 	 -1.49   	 0.71
105 	 20 	 -1.48   	 0.71
110 	 20 	 -1.13   	 0.77
115 	 20 	 -0.45   	 0.90
120 	 20 	 0.35   	 1.08
125 	 20 	 1.05   	 1.27
130 	 20 	 1.51   	 1.42
135 	 20 	 1.68   	 1.47
140 	 20 	 1.55   	 1.43
145 	 20 	 1.08   	 1.28
150 	 20 	 0.28   	 1.07
155 	 20 	 -0.90   	 0.81
160 	 20 	 -2.54   	 0.56
165 	 20 	 -4.84   	 0.33
170 	 20 	 -8.23   	 0.15
175 	 20 	 -14.18   	 0.04
180 	 20 	 -58.77   	 0.00
0 	 25 	 -58.77   	 0.00
5 	 25 	 -14.21   	 0.04
10 	 25 	 -8.25   	 0.15
15 	 25 	 -4.86   	 0.33
20 	 25 	 -2.56   	 0.55
25 	 25 	 -0.92   	 0.81
30 	 25 	 0.27   	 1.06
35 	 25 	 1.07   	 1.28
40 	 25 	 1.53   	 1.42
45 	 25 	 1.67   	 1.47
50 	 25 	 1.50   	 1.41
55 	 25 	 1.03   	 1.27
60 	 25 	 0.34   	 1.08
65 	 25 	 -0.46   	 0.90
70 	 25 	 -1.14   	 0.77
75 	 25 	 -1.49   	 0.71
80 	 25 	 -1.50   	 0.71
85 	 25 	 -1.36   	 0.73
90 	 25 	 -1.28   	 0.74
95 	 25 	 -1.36   	 0.73
100 	 25 	 -1.50   	 0.71
105 	 25 	 -1.49   	 0.71
110 	 25 	 -1.13   	 0.77
115 	 25 	 -0.45   	 0.90
120 	 25 	 0.35   	 1.08
125 	 25 	 1.05   	 1.27
130 	 25 	 1.51   	 1.42
135 	 25 	 1.68   	 1.47
140 	 25 	 1.55   	 1.43
145 	 25 	 1.08   	 1.28
150 	 25 	 0.28   	 1.07
155 	 25 	 -0.90   	 0.81
160 	 25 	 -2.54   	 0.56
165 	 25 	 -4.84   	 0.33
170 	 25 	 -8.23   	 0.15
175 	 25 	 -14.18   	 0.04
180 	 25 	 -58.77   	 0.00
0 	 30 	 -58.77   	 0.00
5 	 30 	 -14.20   	 0.04
10 	 30 	 -8.25   	 0.15
15 	 30 	 -4.85   	 0.33
20 	 30 	 -2.56   	 0.55
25 	 30 	 -0.92   	 0.81
30 	 30 	 0.27   	 1.06
35 	 30 	 1.07   	 1.28
40 	 30 	 1.53   	 1.42
45 	 30 	 1.67   	 1.47
50 	 30 	 1.50   	 1.41
55 	 30 	 1.04   	 1.27
60 	 30 	 0.34   	 1.08
65 	 30 	 -0.46   	 0.90
70 	 30 	 -1.14   	 0.77
75 	 30 	 -1.50   	 0.71
80 	 30 	 -1.51   	 0.71
85 	 30 	 -1.37   	 0.73
90 	 30 	 -1.30   	 0.74
95 	 30 	 -1.37   	 0.73
100 	 30 	 -1.51   	 0.71
105 	 30 	 -1.49   	 0.71
110 	 30 	 -1.13   	 0.77
115 	 30 	 -0.45   	 0.90
120 	 30 	 0.35   	 1.08
125 	 30 	 1.05   	 1.27
130 	 30 	 1.51   	 1.42
135 	 30 	 1.68   	 1.47
140 	 30 	 1.55   	 1.43
145 	 30 	 1.09   	 1.29
150 	 30 	 0.28   	 1.07
155 	 30 	 -0.90   	 0.81
160 	 30 	 -2.54   	 0.56
165 	 30 	 -4.84   	 0.33
170 	 30 	 -8.23   	 0.15
175 	 30 	 -14.17   	 0.04
180 	 30 	 -58.77   	 0.00
0 	 35 	 -58.77   	 0.00
5 	 35 	 -14.20   	 0.04
10 	 35 	 -8.25   	 0.15
15 	 35 	 -4.85   	 0.33
20 	 35 	 -2.56   	 0.55
25 	 35 	 -0.91   	 0.81
30 	 35 	 0.27   	 1.06
35 	 35 	 1.07   	 1.28
40 	 35 	 1.54   	 1.43
45 	 35 	 1.67   	 1.47
50 	 35 	 1.51   	 1.42
55 	 35 	 1.04   	 1.27
60 	 35 	 0.35   	 1.08
65 	 35 	 -0.45   	 0.90
70 	 35 	 -1.14   	 0.77
75 	 35 	 -1.50   	 0.71
80 	 35 	 -1.52   	 0.70
85 	 35 	 -1.39   	 0.73
90 	 35 	 -1.32   	 0.74
95 	 35 	 -1.39   	 0.73
100 	 35 	 -1.52   	 0.70
105 	 35 	 -1.50   	 0.71
110 	 35 	 -1.13   	 0.77
115 	 35 	 -0.45   	 0.90
120 	 35 	 0.36   	 1.09
125 	 35 	 1.05   	 1.27
130 	 35 	 1.52   	 1.42
135 	 35 	 1.69   	 1.48
140 	 35 	 1.55   	 1.43
145 	 35 	 1.09   	 1.29
150 	 35 	 0.28   	 1.07
155 	 35 	 -0.90   	 0.81
160 	 35 	 -2.54   	 0.56
165 	 35 	 -4.83   	 0.33
170 	 35 	 -8.23   	 0.15
175 	 35 	 -14.17   	 0.04
180 	 35 	 -58.77   	 0.00
0 	 40 	 -58.77   	 0.00
5 	 40 	 -14.20   	 0.04
10 	 40 	 -8.25   	 0.15
15 	 40 	 -4.85   	 0.33
20 	 40 	 -2.56   	 0.55
25 	 40 	 -0.91   	 0.81
30 	 40 	 0.27   	 1.06
35 	 40 	 1.07   	 1.28
40 	 40 	 1.54   	 1.43
45 	 40 	 1.68   	 1.47
50 	 40 	 1.51   	 1.42
55 	 40 	 1.04   	 1.27
60 	 40 	 0.35   	 1.08
65 	 40 	 -0.45   	 0.90
70 	 40 	 -1.14   	 0.77
75 	 40 	 -1.51   	 0.71
80 	 40 	 -1.54   	 0.70
85 	 40 	 -1.41   	 0.72
90 	 40 	 -1.34   	 0.73
95 	 40 	 -1.41   	 0.72
100 	 40 	 -1.54   	 0.70
105 	 40 	 -1.51   	 0.71
110 	 40 	 -1.14   	 0.77
115 	 40 	 -0.44   	 0.90
120 	 40 	 0.36   	 1.09
125 	 40 	 1.05   	 1.27
130 	 40 	 1.52   	 1.42
135 	 40 	 1.69   	 1.48
140 	 40 	 1.55   	 1.43
145 	 40 	 1.09   	 1.29
150 	 40 	 0.28   	 1.07
155 	 40 	 -0.90   	 0.81
160 	 40 	 -2.54   	 0.56
165 	 40 	 -4.83   	 0.33
170 	 40 	 -8.22   	 0.15
175 	 40 	 -14.17   	 0.04
180 	 40 	 -58.77   	 0.00
0 	 45 	 -58.77   	 0.00
5 	 45 	 -14.20   	 0.04
10 	 45 	 -8.24   	 0.15
15 	 45 	 -4.85   	 0.33
20 	 45 	 -2.55   	 0.56
25 	 45 	 -0.91   	 0.81
30 	 45 	 0.27   	 1.06
35 	 45 	 1.08   	 1.28
40 	 45 	 1.54   	 1.43
45 	 45 	 1.68   	 1.47
50 	 45 	 1.51   	 1.42
55 	 45 	 1.05   	 1.27
60 	 45 	 0.36   	 1.09
65 	 45 	 -0.45   	 0.90
70 	 45 	 -1.14   	 0.77
75 	 45 	 -1.52   	 0.70
80 	 45 	 -1.55   	 0.70
85 	 45 	 -1.43   	 0.72
90 	 45 	 -1.36   	 0.73
95 	 45 	 -1.43   	 0.72
100 	 45 	 -1.55   	 0.70
105 	 45 	 -1.52   	 0.70
110 	 45 	 -1.14   	 0.77
115 	 45 	 -0.44   	 0.90
120 	 45 	 0.36   	 1.09
125 	 45 	 1.06   	 1.28
130 	 45 	 1.52   	 1.42
135 	 45 	 1.69   	 1.48
140 	 45 	 1.55   	 1.43
145 	 45 	 1.09   	 1.29
150 	 45 	 0.28   	 1.07
155 	 45 	 -0.90   	 0.81
160 	 45 	 -2.54   	 0.56
165 	 45 	 -4.83   	 0.33
170 	 45 	 -8.22   	 0.15
175 	 45 	 -14.17   	 0.04
180 	 45 	 -58.77   	 0.00
0 	 50 	 -58.77   	 0.00
5 	 50 	 -14.19   	 0.04
10 	 50 	 -8.24   	 0.15
15 	 50 	 -4.85   	 0.33
20 	 50 	 -2.55   	 0.56
25 	 50 	 -0.91   	 0.81
30 	 50 	 0.27   	 1.06
35 	 50 	 1.08   	 1.28
40 	 50 	 1.54   	 1.43
45 	 50 	 1.68   	 1.47
50 	 50 	 1.51   	 1.42
55 	 50 	 1.05   	 1.27
60 	 50 	 0.36   	 1.09
65 	 50 	 -0.44   	 0.90
70 	 50 	 -1.14   	 0.77
75 	 50 	 -1.52   	 0.70
80 	 50 	 -1.56   	 0.70
85 	 50 	 -1.45   	 0.72
90 	 50 	 -1.38   	 0.73
95 	 50 	 -1.45   	 0.72
100 	 50 	 -1.57   	 0.70
