freq : 83.33 MHz
SWR : 1.80
 Theta 	 Phi 	 Gain(dB) 	 Gain 
180 	 225 	 -999.99   	 0.00
0 	 230 	 -999.99   	 0.00
5 	 230 	 -30.01   	 0.00
10 	 230 	 -23.84   	 0.00
15 	 230 	 -20.03   	 0.01
20 	 230 	 -17.06   	 0.02
25 	 230 	 -14.46   	 0.04
30 	 230 	 -12.02   	 0.06
35 	 230 	 -9.71   	 0.11
40 	 230 	 -7.53   	 0.18
45 	 230 	 -5.50   	 0.28
50 	 230 	 -3.65   	 0.43
55 	 230 	 -1.99   	 0.63
60 	 230 	 -0.55   	 0.88
65 	 230 	 0.68   	 1.17
70 	 230 	 1.69   	 1.48
75 	 230 	 2.47   	 1.77
80 	 230 	 3.04   	 2.01
85 	 230 	 3.37   	 2.17
90 	 230 	 3.49   	 2.23
95 	 230 	 3.37   	 2.17
100 	 230 	 3.04   	 2.01
105 	 230 	 2.47   	 1.77
110 	 230 	 1.69   	 1.48
115 	 230 	 0.68   	 1.17
120 	 230 	 -0.55   	 0.88
125 	 230 	 -1.99   	 0.63
130 	 230 	 -3.65   	 0.43
135 	 230 	 -5.50   	 0.28
140 	 230 	 -7.53   	 0.18
145 	 230 	 -9.71   	 0.11
150 	 230 	 -12.02   	 0.06
155 	 230 	 -14.46   	 0.04
160 	 230 	 -17.06   	 0.02
165 	 230 	 -20.03   	 0.01
170 	 230 	 -23.84   	 0.00
175 	 230 	 -30.01   	 0.00
180 	 230 	 -999.99   	 0.00
0 	 235 	 -999.99   	 0.00
5 	 235 	 -30.01   	 0.00
10 	 235 	 -23.84   	 0.00
15 	 235 	 -20.03   	 0.01
20 	 235 	 -17.06   	 0.02
25 	 235 	 -14.46   	 0.04
30 	 235 	 -12.02   	 0.06
35 	 235 	 -9.71   	 0.11
40 	 235 	 -7.53   	 0.18
45 	 235 	 -5.50   	 0.28
50 	 235 	 -3.65   	 0.43
55 	 235 	 -1.99   	 0.63
60 	 235 	 -0.55   	 0.88
65 	 235 	 0.68   	 1.17
70 	 235 	 1.69   	 1.48
75 	 235 	 2.47   	 1.77
80 	 235 	 3.04   	 2.01
85 	 235 	 3.37   	 2.17
90 	 235 	 3.49   	 2.23
95 	 235 	 3.37   	 2.17
100 	 235 	 3.04   	 2.01
105 	 235 	 2.47   	 1.77
110 	 235 	 1.69   	 1.48
115 	 235 	 0.68   	 1.17
120 	 235 	 -0.55   	 0.88
125 	 235 	 -1.99   	 0.63
130 	 235 	 -3.65   	 0.43
135 	 235 	 -5.50   	 0.28
140 	 235 	 -7.53   	 0.18
145 	 235 	 -9.71   	 0.11
150 	 235 	 -12.02   	 0.06
155 	 235 	 -14.46   	 0.04
160 	 235 	 -17.06   	 0.02
165 	 235 	 -20.03   	 0.01
170 	 235 	 -23.84   	 0.00
175 	 235 	 -30.01   	 0.00
180 	 235 	 -999.99   	 0.00
0 	 240 	 -999.99   	 0.00
5 	 240 	 -30.01   	 0.00
10 	 240 	 -23.84   	 0.00
15 	 240 	 -20.03   	 0.01
20 	 240 	 -17.06   	 0.02
25 	 240 	 -14.46   	 0.04
30 	 240 	 -12.02   	 0.06
35 	 240 	 -9.71   	 0.11
40 	 240 	 -7.53   	 0.18
45 	 240 	 -5.50   	 0.28
50 	 240 	 -3.65   	 0.43
55 	 240 	 -1.99   	 0.63
60 	 240 	 -0.55   	 0.88
65 	 240 	 0.68   	 1.17
70 	 240 	 1.69   	 1.48
75 	 240 	 2.47   	 1.77
80 	 240 	 3.04   	 2.01
85 	 240 	 3.37   	 2.17
90 	 240 	 3.49   	 2.23
95 	 240 	 3.37   	 2.17
100 	 240 	 3.04   	 2.01
105 	 240 	 2.47   	 1.77
110 	 240 	 1.69   	 1.48
115 	 240 	 0.68   	 1.17
120 	 240 	 -0.55   	 0.88
125 	 240 	 -1.99   	 0.63
130 	 240 	 -3.65   	 0.43
135 	 240 	 -5.50   	 0.28
140 	 240 	 -7.53   	 0.18
145 	 240 	 -9.71   	 0.11
150 	 240 	 -12.02   	 0.06
155 	 240 	 -14.46   	 0.04
160 	 240 	 -17.06   	 0.02
165 	 240 	 -20.03   	 0.01
170 	 240 	 -23.84   	 0.00
175 	 240 	 -30.01   	 0.00
180 	 240 	 -999.99   	 0.00
0 	 245 	 -999.99   	 0.00
5 	 245 	 -30.01   	 0.00
10 	 245 	 -23.84   	 0.00
15 	 245 	 -20.03   	 0.01
20 	 245 	 -17.06   	 0.02
25 	 245 	 -14.46   	 0.04
30 	 245 	 -12.02   	 0.06
35 	 245 	 -9.71   	 0.11
40 	 245 	 -7.53   	 0.18
45 	 245 	 -5.50   	 0.28
50 	 245 	 -3.65   	 0.43
55 	 245 	 -1.99   	 0.63
60 	 245 	 -0.55   	 0.88
65 	 245 	 0.68   	 1.17
70 	 245 	 1.69   	 1.48
75 	 245 	 2.47   	 1.77
80 	 245 	 3.04   	 2.01
85 	 245 	 3.37   	 2.17
90 	 245 	 3.49   	 2.23
95 	 245 	 3.37   	 2.17
100 	 245 	 3.04   	 2.01
105 	 245 	 2.47   	 1.77
110 	 245 	 1.69   	 1.48
115 	 245 	 0.68   	 1.17
120 	 245 	 -0.55   	 0.88
125 	 245 	 -1.99   	 0.63
130 	 245 	 -3.65   	 0.43
135 	 245 	 -5.50   	 0.28
140 	 245 	 -7.53   	 0.18
145 	 245 	 -9.71   	 0.11
150 	 245 	 -12.02   	 0.06
155 	 245 	 -14.46   	 0.04
160 	 245 	 -17.06   	 0.02
165 	 245 	 -20.03   	 0.01
170 	 245 	 -23.84   	 0.00
175 	 245 	 -30.01   	 0.00
180 	 245 	 -999.99   	 0.00
0 	 250 	 -999.99   	 0.00
5 	 250 	 -30.01   	 0.00
10 	 250 	 -23.84   	 0.00
15 	 250 	 -20.03   	 0.01
20 	 250 	 -17.06   	 0.02
25 	 250 	 -14.46   	 0.04
30 	 250 	 -12.02   	 0.06
35 	 250 	 -9.71   	 0.11
40 	 250 	 -7.53   	 0.18
45 	 250 	 -5.50   	 0.28
50 	 250 	 -3.65   	 0.43
55 	 250 	 -1.99   	 0.63
60 	 250 	 -0.55   	 0.88
65 	 250 	 0.68   	 1.17
70 	 250 	 1.69   	 1.48
75 	 250 	 2.47   	 1.77
80 	 250 	 3.04   	 2.01
85 	 250 	 3.37   	 2.17
90 	 250 	 3.49   	 2.23
95 	 250 	 3.37   	 2.17
100 	 250 	 3.04   	 2.01
105 	 250 	 2.47   	 1.77
110 	 250 	 1.69   	 1.48
115 	 250 	 0.68   	 1.17
120 	 250 	 -0.55   	 0.88
125 	 250 	 -1.99   	 0.63
130 	 250 	 -3.65   	 0.43
135 	 250 	 -5.50   	 0.28
140 	 250 	 -7.53   	 0.18
145 	 250 	 -9.71   	 0.11
150 	 250 	 -12.02   	 0.06
155 	 250 	 -14.46   	 0.04
160 	 250 	 -17.06   	 0.02
165 	 250 	 -20.03   	 0.01
170 	 250 	 -23.84   	 0.00
175 	 250 	 -30.01   	 0.00
180 	 250 	 -999.99   	 0.00
0 	 255 	 -999.99   	 0.00
5 	 255 	 -30.01   	 0.00
10 	 255 	 -23.84   	 0.00
15 	 255 	 -20.03   	 0.01
20 	 255 	 -17.06   	 0.02
25 	 255 	 -14.46   	 0.04
30 	 255 	 -12.02   	 0.06
35 	 255 	 -9.71   	 0.11
40 	 255 	 -7.53   	 0.18
45 	 255 	 -5.50   	 0.28
50 	 255 	 -3.65   	 0.43
55 	 255 	 -1.99   	 0.63
60 	 255 	 -0.55   	 0.88
65 	 255 	 0.68   	 1.17
70 	 255 	 1.69   	 1.48
75 	 255 	 2.47   	 1.77
80 	 255 	 3.04   	 2.01
85 	 255 	 3.37   	 2.17
90 	 255 	 3.49   	 2.23
95 	 255 	 3.37   	 2.17
100 	 255 	 3.04   	 2.01
105 	 255 	 2.47   	 1.77
110 	 255 	 1.69   	 1.48
115 	 255 	 0.68   	 1.17
120 	 255 	 -0.55   	 0.88
125 	 255 	 -1.99   	 0.63
130 	 255 	 -3.65   	 0.43
135 	 255 	 -5.50   	 0.28
140 	 255 	 -7.53   	 0.18
145 	 255 	 -9.71   	 0.11
150 	 255 	 -12.02   	 0.06
155 	 255 	 -14.46   	 0.04
160 	 255 	 -17.06   	 0.02
165 	 255 	 -20.03   	 0.01
170 	 255 	 -23.84   	 0.00
175 	 255 	 -30.01   	 0.00
180 	 255 	 -999.99   	 0.00
0 	 260 	 -999.99   	 0.00
5 	 260 	 -30.01   	 0.00
10 	 260 	 -23.84   	 0.00
15 	 260 	 -20.03   	 0.01
20 	 260 	 -17.06   	 0.02
25 	 260 	 -14.46   	 0.04
30 	 260 	 -12.02   	 0.06
35 	 260 	 -9.71   	 0.11
40 	 260 	 -7.53   	 0.18
45 	 260 	 -5.50   	 0.28
50 	 260 	 -3.65   	 0.43
55 	 260 	 -1.99   	 0.63
60 	 260 	 -0.55   	 0.88
65 	 260 	 0.68   	 1.17
70 	 260 	 1.69   	 1.48
75 	 260 	 2.47   	 1.77
80 	 260 	 3.04   	 2.01
85 	 260 	 3.37   	 2.17
90 	 260 	 3.49   	 2.23
95 	 260 	 3.37   	 2.17
100 	 260 	 3.04   	 2.01
105 	 260 	 2.47   	 1.77
110 	 260 	 1.69   	 1.48
115 	 260 	 0.68   	 1.17
120 	 260 	 -0.55   	 0.88
125 	 260 	 -1.99   	 0.63
130 	 260 	 -3.65   	 0.43
135 	 260 	 -5.50   	 0.28
140 	 260 	 -7.53   	 0.18
145 	 260 	 -9.71   	 0.11
150 	 260 	 -12.02   	 0.06
155 	 260 	 -14.46   	 0.04
160 	 260 	 -17.06   	 0.02
165 	 260 	 -20.03   	 0.01
170 	 260 	 -23.84   	 0.00
175 	 260 	 -30.01   	 0.00
180 	 260 	 -999.99   	 0.00
0 	 265 	 -999.99   	 0.00
5 	 265 	 -30.01   	 0.00
10 	 265 	 -23.84   	 0.00
15 	 265 	 -20.03   	 0.01
20 	 265 	 -17.06   	 0.02
25 	 265 	 -14.46   	 0.04
30 	 265 	 -12.02   	 0.06
35 	 265 	 -9.71   	 0.11
40 	 265 	 -7.53   	 0.18
45 	 265 	 -5.50   	 0.28
50 	 265 	 -3.65   	 0.43
55 	 265 	 -1.99   	 0.63
60 	 265 	 -0.55   	 0.88
65 	 265 	 0.68   	 1.17
70 	 265 	 1.69   	 1.48
75 	 265 	 2.47   	 1.77
80 	 265 	 3.04   	 2.01
85 	 265 	 3.37   	 2.17
90 	 265 	 3.49   	 2.23
95 	 265 	 3.37   	 2.17
100 	 265 	 3.04   	 2.01
105 	 265 	 2.47   	 1.77
110 	 265 	 1.69   	 1.48
115 	 265 	 0.68   	 1.17
120 	 265 	 -0.55   	 0.88
125 	 265 	 -1.99   	 0.63
130 	 265 	 -3.65   	 0.43
135 	 265 	 -5.50   	 0.28
140 	 265 	 -7.53   	 0.18
145 	 265 	 -9.71   	 0.11
150 	 265 	 -12.02   	 0.06
155 	 265 	 -14.46   	 0.04
160 	 265 	 -17.06   	 0.02
165 	 265 	 -20.03   	 0.01
170 	 265 	 -23.84   	 0.00
175 	 265 	 -30.01   	 0.00
180 	 265 	 -999.99   	 0.00
0 	 270 	 -999.99   	 0.00
5 	 270 	 -30.01   	 0.00
10 	 270 	 -23.84   	 0.00
15 	 270 	 -20.03   	 0.01
20 	 270 	 -17.06   	 0.02
25 	 270 	 -14.46   	 0.04
30 	 270 	 -12.02   	 0.06
35 	 270 	 -9.71   	 0.11
40 	 270 	 -7.53   	 0.18
45 	 270 	 -5.50   	 0.28
50 	 270 	 -3.65   	 0.43
55 	 270 	 -1.99   	 0.63
60 	 270 	 -0.55   	 0.88
65 	 270 	 0.68   	 1.17
70 	 270 	 1.69   	 1.48
75 	 270 	 2.47   	 1.77
80 	 270 	 3.04   	 2.01
85 	 270 	 3.37   	 2.17
90 	 270 	 3.49   	 2.23
95 	 270 	 3.37   	 2.17
100 	 270 	 3.04   	 2.01
105 	 270 	 2.47   	 1.77
110 	 270 	 1.69   	 1.48
115 	 270 	 0.68   	 1.17
120 	 270 	 -0.55   	 0.88
125 	 270 	 -1.99   	 0.63
130 	 270 	 -3.65   	 0.43
135 	 270 	 -5.50   	 0.28
140 	 270 	 -7.53   	 0.18
145 	 270 	 -9.71   	 0.11
150 	 270 	 -12.02   	 0.06
155 	 270 	 -14.46   	 0.04
160 	 270 	 -17.06   	 0.02
165 	 270 	 -20.03   	 0.01
170 	 270 	 -23.84   	 0.00
175 	 270 	 -30.01   	 0.00
180 	 270 	 -999.99   	 0.00
0 	 275 	 -999.99   	 0.00
5 	 275 	 -30.01   	 0.00
10 	 275 	 -23.84   	 0.00
15 	 275 	 -20.03   	 0.01
20 	 275 	 -17.06   	 0.02
25 	 275 	 -14.46   	 0.04
30 	 275 	 -12.02   	 0.06
35 	 275 	 -9.71   	 0.11
40 	 275 	 -7.53   	 0.18
45 	 275 	 -5.50   	 0.28
50 	 275 	 -3.65   	 0.43
55 	 275 	 -1.99   	 0.63
60 	 275 	 -0.55   	 0.88
65 	 275 	 0.68   	 1.17
70 	 275 	 1.69   	 1.48
75 	 275 	 2.47   	 1.77
80 	 275 	 3.04   	 2.01
85 	 275 	 3.37   	 2.17
90 	 275 	 3.49   	 2.23
95 	 275 	 3.37   	 2.17
100 	 275 	 3.04   	 2.01
105 	 275 	 2.47   	 1.77
110 	 275 	 1.69   	 1.48
115 	 275 	 0.68   	 1.17
120 	 275 	 -0.55   	 0.88
125 	 275 	 -1.99   	 0.63
130 	 275 	 -3.65   	 0.43
135 	 275 	 -5.50   	 0.28
140 	 275 	 -7.53   	 0.18
145 	 275 	 -9.71   	 0.11
150 	 275 	 -12.02   	 0.06
155 	 275 	 -14.46   	 0.04
160 	 275 	 -17.06   	 0.02
165 	 275 	 -20.03   	 0.01
170 	 275 	 -23.84   	 0.00
175 	 275 	 -30.01   	 0.00
180 	 275 	 -999.99   	 0.00
0 	 280 	 -999.99   	 0.00
5 	 280 	 -30.01   	 0.00
10 	 280 	 -23.84   	 0.00
15 	 280 	 -20.03   	 0.01
20 	 280 	 -17.06   	 0.02
25 	 280 	 -14.46   	 0.04
30 	 280 	 -12.02   	 0.06
35 	 280 	 -9.71   	 0.11
40 	 280 	 -7.53   	 0.18
45 	 280 	 -5.50   	 0.28
50 	 280 	 -3.65   	 0.43
55 	 280 	 -1.99   	 0.63
60 	 280 	 -0.55   	 0.88
65 	 280 	 0.68   	 1.17
70 	 280 	 1.69   	 1.48
75 	 280 	 2.47   	 1.77
80 	 280 	 3.04   	 2.01
85 	 280 	 3.37   	 2.17
90 	 280 	 3.49   	 2.23
95 	 280 	 3.37   	 2.17
100 	 280 	 3.04   	 2.01
105 	 280 	 2.47   	 1.77
110 	 280 	 1.69   	 1.48
115 	 280 	 0.68   	 1.17
120 	 280 	 -0.55   	 0.88
125 	 280 	 -1.99   	 0.63
130 	 280 	 -3.65   	 0.43
135 	 280 	 -5.50   	 0.28
140 	 280 	 -7.53   	 0.18
145 	 280 	 -9.71   	 0.11
150 	 280 	 -12.02   	 0.06
155 	 280 	 -14.46   	 0.04
160 	 280 	 -17.06   	 0.02
165 	 280 	 -20.03   	 0.01
170 	 280 	 -23.84   	 0.00
175 	 280 	 -30.01   	 0.00
180 	 280 	 -999.99   	 0.00
0 	 285 	 -999.99   	 0.00
5 	 285 	 -30.01   	 0.00
10 	 285 	 -23.84   	 0.00
15 	 285 	 -20.03   	 0.01
20 	 285 	 -17.06   	 0.02
25 	 285 	 -14.46   	 0.04
30 	 285 	 -12.02   	 0.06
35 	 285 	 -9.71   	 0.11
40 	 285 	 -7.53   	 0.18
45 	 285 	 -5.50   	 0.28
50 	 285 	 -3.65   	 0.43
55 	 285 	 -1.99   	 0.63
60 	 285 	 -0.55   	 0.88
65 	 285 	 0.68   	 1.17
70 	 285 	 1.69   	 1.48
75 	 285 	 2.47   	 1.77
80 	 285 	 3.04   	 2.01
85 	 285 	 3.37   	 2.17
90 	 285 	 3.49   	 2.23
95 	 285 	 3.37   	 2.17
100 	 285 	 3.04   	 2.01
105 	 285 	 2.47   	 1.77
110 	 285 	 1.69   	 1.48
115 	 285 	 0.68   	 1.17
120 	 285 	 -0.55   	 0.88
125 	 285 	 -1.99   	 0.63
130 	 285 	 -3.65   	 0.43
135 	 285 	 -5.50   	 0.28
140 	 285 	 -7.53   	 0.18
145 	 285 	 -9.71   	 0.11
150 	 285 	 -12.02   	 0.06
155 	 285 	 -14.46   	 0.04
160 	 285 	 -17.06   	 0.02
165 	 285 	 -20.03   	 0.01
170 	 285 	 -23.84   	 0.00
175 	 285 	 -30.01   	 0.00
180 	 285 	 -999.99   	 0.00
0 	 290 	 -999.99   	 0.00
5 	 290 	 -30.01   	 0.00
10 	 290 	 -23.84   	 0.00
15 	 290 	 -20.03   	 0.01
20 	 290 	 -17.06   	 0.02
25 	 290 	 -14.46   	 0.04
30 	 290 	 -12.02   	 0.06
35 	 290 	 -9.71   	 0.11
40 	 290 	 -7.53   	 0.18
45 	 290 	 -5.50   	 0.28
50 	 290 	 -3.65   	 0.43
55 	 290 	 -1.99   	 0.63
60 	 290 	 -0.55   	 0.88
65 	 290 	 0.68   	 1.17
70 	 290 	 1.69   	 1.48
75 	 290 	 2.47   	 1.77
80 	 290 	 3.04   	 2.01
85 	 290 	 3.37   	 2.17
90 	 290 	 3.49   	 2.23
95 	 290 	 3.37   	 2.17
100 	 290 	 3.04   	 2.01
105 	 290 	 2.47   	 1.77
110 	 290 	 1.69   	 1.48
115 	 290 	 0.68   	 1.17
120 	 290 	 -0.55   	 0.88
125 	 290 	 -1.99   	 0.63
130 	 290 	 -3.65   	 0.43
135 	 290 	 -5.50   	 0.28
140 	 290 	 -7.53   	 0.18
145 	 290 	 -9.71   	 0.11
150 	 290 	 -12.02   	 0.06
155 	 290 	 -14.46   	 0.04
160 	 290 	 -17.06   	 0.02
165 	 290 	 -20.03   	 0.01
170 	 290 	 -23.84   	 0.00
175 	 290 	 -30.01   	 0.00
180 	 290 	 -999.99   	 0.00
0 	 295 	 -999.99   	 0.00
5 	 295 	 -30.01   	 0.00
10 	 295 	 -23.84   	 0.00
15 	 295 	 -20.03   	 0.01
20 	 295 	 -17.06   	 0.02
25 	 295 	 -14.46   	 0.04
30 	 295 	 -12.02   	 0.06
35 	 295 	 -9.71   	 0.11
40 	 295 	 -7.53   	 0.18
45 	 295 	 -5.50   	 0.28
50 	 295 	 -3.65   	 0.43
55 	 295 	 -1.99   	 0.63
60 	 295 	 -0.55   	 0.88
65 	 295 	 0.68   	 1.17
70 	 295 	 1.69   	 1.48
75 	 295 	 2.47   	 1.77
80 	 295 	 3.04   	 2.01
85 	 295 	 3.37   	 2.17
90 	 295 	 3.49   	 2.23
95 	 295 	 3.37   	 2.17
100 	 295 	 3.04   	 2.01
105 	 295 	 2.47   	 1.77
110 	 295 	 1.69   	 1.48
115 	 295 	 0.68   	 1.17
120 	 295 	 -0.55   	 0.88
125 	 295 	 -1.99   	 0.63
130 	 295 	 -3.65   	 0.43
135 	 295 	 -5.50   	 0.28
140 	 295 	 -7.53   	 0.18
145 	 295 	 -9.71   	 0.11
150 	 295 	 -12.02   	 0.06
155 	 295 	 -14.46   	 0.04
160 	 295 	 -17.06   	 0.02
165 	 295 	 -20.03   	 0.01
170 	 295 	 -23.84   	 0.00
175 	 295 	 -30.01   	 0.00
180 	 295 	 -999.99   	 0.00
0 	 300 	 -999.99   	 0.00
5 	 300 	 -30.01   	 0.00
10 	 300 	 -23.84   	 0.00
15 	 300 	 -20.03   	 0.01
20 	 300 	 -17.06   	 0.02
25 	 300 	 -14.46   	 0.04
30 	 300 	 -12.02   	 0.06
35 	 300 	 -9.71   	 0.11
40 	 300 	 -7.53   	 0.18
45 	 300 	 -5.50   	 0.28
50 	 300 	 -3.65   	 0.43
55 	 300 	 -1.99   	 0.63
60 	 300 	 -0.55   	 0.88
65 	 300 	 0.68   	 1.17
70 	 300 	 1.69   	 1.48
75 	 300 	 2.47   	 1.77
80 	 300 	 3.04   	 2.01
85 	 300 	 3.37   	 2.17
90 	 300 	 3.49   	 2.23
95 	 300 	 3.37   	 2.17
100 	 300 	 3.04   	 2.01
105 	 300 	 2.47   	 1.77
110 	 300 	 1.69   	 1.48
115 	 300 	 0.68   	 1.17
120 	 300 	 -0.55   	 0.88
125 	 300 	 -1.99   	 0.63
130 	 300 	 -3.65   	 0.43
135 	 300 	 -5.50   	 0.28
140 	 300 	 -7.53   	 0.18
145 	 300 	 -9.71   	 0.11
150 	 300 	 -12.02   	 0.06
155 	 300 	 -14.46   	 0.04
160 	 300 	 -17.06   	 0.02
165 	 300 	 -20.03   	 0.01
170 	 300 	 -23.84   	 0.00
175 	 300 	 -30.01   	 0.00
180 	 300 	 -999.99   	 0.00
0 	 305 	 -999.99   	 0.00
5 	 305 	 -30.01   	 0.00
10 	 305 	 -23.84   	 0.00
15 	 305 	 -20.03   	 0.01
20 	 305 	 -17.06   	 0.02
25 	 305 	 -14.46   	 0.04
30 	 305 	 -12.02   	 0.06
35 	 305 	 -9.71   	 0.11
40 	 305 	 -7.53   	 0.18
45 	 305 	 -5.50   	 0.28
50 	 305 	 -3.65   	 0.43
55 	 305 	 -1.99   	 0.63
60 	 305 	 -0.55   	 0.88
65 	 305 	 0.68   	 1.17
70 	 305 	 1.69   	 1.48
75 	 305 	 2.47   	 1.77
80 	 305 	 3.04   	 2.01
85 	 305 	 3.37   	 2.17
90 	 305 	 3.49   	 2.23
95 	 305 	 3.37   	 2.17
100 	 305 	 3.04   	 2.01
105 	 305 	 2.47   	 1.77
110 	 305 	 1.69   	 1.48
115 	 305 	 0.68   	 1.17
120 	 305 	 -0.55   	 0.88
125 	 305 	 -1.99   	 0.63
130 	 305 	 -3.65   	 0.43
135 	 305 	 -5.50   	 0.28
140 	 305 	 -7.53   	 0.18
145 	 305 	 -9.71   	 0.11
150 	 305 	 -12.02   	 0.06
155 	 305 	 -14.46   	 0.04
160 	 305 	 -17.06   	 0.02
165 	 305 	 -20.03   	 0.01
170 	 305 	 -23.84   	 0.00
175 	 305 	 -30.01   	 0.00
180 	 305 	 -999.99   	 0.00
0 	 310 	 -999.99   	 0.00
5 	 310 	 -30.01   	 0.00
10 	 310 	 -23.84   	 0.00
15 	 310 	 -20.03   	 0.01
20 	 310 	 -17.06   	 0.02
25 	 310 	 -14.46   	 0.04
30 	 310 	 -12.02   	 0.06
35 	 310 	 -9.71   	 0.11
40 	 310 	 -7.53   	 0.18
45 	 310 	 -5.50   	 0.28
50 	 310 	 -3.65   	 0.43
55 	 310 	 -1.99   	 0.63
60 	 310 	 -0.55   	 0.88
65 	 310 	 0.68   	 1.17
70 	 310 	 1.69   	 1.48
75 	 310 	 2.47   	 1.77
80 	 310 	 3.04   	 2.01
85 	 310 	 3.37   	 2.17
90 	 310 	 3.49   	 2.23
95 	 310 	 3.37   	 2.17
100 	 310 	 3.04   	 2.01
105 	 310 	 2.47   	 1.77
110 	 310 	 1.69   	 1.48
115 	 310 	 0.68   	 1.17
120 	 310 	 -0.55   	 0.88
125 	 310 	 -1.99   	 0.63
130 	 310 	 -3.65   	 0.43
135 	 310 	 -5.50   	 0.28
140 	 310 	 -7.53   	 0.18
145 	 310 	 -9.71   	 0.11
150 	 310 	 -12.02   	 0.06
155 	 310 	 -14.46   	 0.04
160 	 310 	 -17.06   	 0.02
165 	 310 	 -20.03   	 0.01
170 	 310 	 -23.84   	 0.00
175 	 310 	 -30.01   	 0.00
180 	 310 	 -999.99   	 0.00
0 	 315 	 -999.99   	 0.00
5 	 315 	 -30.01   	 0.00
10 	 315 	 -23.84   	 0.00
15 	 315 	 -20.03   	 0.01
20 	 315 	 -17.06   	 0.02
25 	 315 	 -14.46   	 0.04
30 	 315 	 -12.02   	 0.06
35 	 315 	 -9.71   	 0.11
40 	 315 	 -7.53   	 0.18
45 	 315 	 -5.50   	 0.28
50 	 315 	 -3.65   	 0.43
55 	 315 	 -1.99   	 0.63
60 	 315 	 -0.55   	 0.88
65 	 315 	 0.68   	 1.17
70 	 315 	 1.69   	 1.48
75 	 315 	 2.47   	 1.77
80 	 315 	 3.04   	 2.01
85 	 315 	 3.37   	 2.17
90 	 315 	 3.49   	 2.23
95 	 315 	 3.37   	 2.17
100 	 315 	 3.04   	 2.01
105 	 315 	 2.47   	 1.77
110 	 315 	 1.69   	 1.48
115 	 315 	 0.68   	 1.17
120 	 315 	 -0.55   	 0.88
125 	 315 	 -1.99   	 0.63
130 	 315 	 -3.65   	 0.43
135 	 315 	 -5.50   	 0.28
140 	 315 	 -7.53   	 0.18
145 	 315 	 -9.71   	 0.11
150 	 315 	 -12.02   	 0.06
155 	 315 	 -14.46   	 0.04
160 	 315 	 -17.06   	 0.02
165 	 315 	 -20.03   	 0.01
170 	 315 	 -23.84   	 0.00
175 	 315 	 -30.01   	 0.00
180 	 315 	 -999.99   	 0.00
0 	 320 	 -999.99   	 0.00
5 	 320 	 -30.01   	 0.00
10 	 320 	 -23.84   	 0.00
15 	 320 	 -20.03   	 0.01
20 	 320 	 -17.06   	 0.02
25 	 320 	 -14.46   	 0.04
30 	 320 	 -12.02   	 0.06
35 	 320 	 -9.71   	 0.11
40 	 320 	 -7.53   	 0.18
45 	 320 	 -5.50   	 0.28
50 	 320 	 -3.65   	 0.43
55 	 320 	 -1.99   	 0.63
60 	 320 	 -0.55   	 0.88
65 	 320 	 0.68   	 1.17
70 	 320 	 1.69   	 1.48
75 	 320 	 2.47   	 1.77
80 	 320 	 3.04   	 2.01
85 	 320 	 3.37   	 2.17
90 	 320 	 3.49   	 2.23
95 	 320 	 3.37   	 2.17
100 	 320 	 3.04   	 2.01
105 	 320 	 2.47   	 1.77
110 	 320 	 1.69   	 1.48
115 	 320 	 0.68   	 1.17
120 	 320 	 -0.55   	 0.88
125 	 320 	 -1.99   	 0.63
130 	 320 	 -3.65   	 0.43
135 	 320 	 -5.50   	 0.28
140 	 320 	 -7.53   	 0.18
145 	 320 	 -9.71   	 0.11
150 	 320 	 -12.02   	 0.06
155 	 320 	 -14.46   	 0.04
160 	 320 	 -17.06   	 0.02
165 	 320 	 -20.03   	 0.01
170 	 320 	 -23.84   	 0.00
175 	 320 	 -30.01   	 0.00
180 	 320 	 -999.99   	 0.00
0 	 325 	 -999.99   	 0.00
5 	 325 	 -30.01   	 0.00
10 	 325 	 -23.84   	 0.00
15 	 325 	 -20.03   	 0.01
20 	 325 	 -17.06   	 0.02
25 	 325 	 -14.46   	 0.04
30 	 325 	 -12.02   	 0.06
35 	 325 	 -9.71   	 0.11
40 	 325 	 -7.53   	 0.18
45 	 325 	 -5.50   	 0.28
50 	 325 	 -3.65   	 0.43
55 	 325 	 -1.99   	 0.63
60 	 325 	 -0.55   	 0.88
65 	 325 	 0.68   	 1.17
70 	 325 	 1.69   	 1.48
75 	 325 	 2.47   	 1.77
80 	 325 	 3.04   	 2.01
85 	 325 	 3.37   	 2.17
90 	 325 	 3.49   	 2.23
95 	 325 	 3.37   	 2.17
100 	 325 	 3.04   	 2.01
105 	 325 	 2.47   	 1.77
110 	 325 	 1.69   	 1.48
115 	 325 	 0.68   	 1.17
120 	 325 	 -0.55   	 0.88
125 	 325 	 -1.99   	 0.63
130 	 325 	 -3.65   	 0.43
135 	 325 	 -5.50   	 0.28
140 	 325 	 -7.53   	 0.18
145 	 325 	 -9.71   	 0.11
150 	 325 	 -12.02   	 0.06
155 	 325 	 -14.46   	 0.04
160 	 325 	 -17.06   	 0.02
165 	 325 	 -20.03   	 0.01
170 	 325 	 -23.84   	 0.00
175 	 325 	 -30.01   	 0.00
180 	 325 	 -999.99   	 0.00
0 	 330 	 -999.99   	 0.00
5 	 330 	 -30.01   	 0.00
10 	 330 	 -23.84   	 0.00
15 	 330 	 -20.03   	 0.01
